0.01	-0.000
0.02	-0.000
0.03	-0.001
0.04	-0.003
0.05	-0.007
0.06	-0.014
0.07	-0.020
0.08	-0.021
0.09	-0.009
0.10	0.019
0.11	0.068
0.12	0.156
0.13	0.351
0.14	0.785
0.15	1.666
0.16	3.211
0.17	5.509
0.18	8.350
0.19	11.160
0.20	13.148
0.21	13.660
0.22	12.523
0.23	10.144
0.24	7.283
0.25	4.667
0.26	2.711
0.27	1.479
0.28	0.814
0.29	0.506
0.30	0.384
0.31	0.346
0.32	0.341
0.33	0.346
0.34	0.352
0.35	0.355
0.36	0.358
0.37	0.359
0.38	0.357
0.39	0.353
0.40	0.350
0.41	0.350
0.42	0.355
0.43	0.362
0.44	0.368
0.45	0.369
0.46	0.369
0.47	0.379
0.48	0.400
0.49	0.426
0.50	0.448
0.51	0.465
0.52	0.481
0.53	0.497
0.54	0.512
0.55	0.521
0.56	0.520
0.57	0.510
0.58	0.502
0.59	0.503
0.60	0.516
0.61	0.539
0.62	0.567
0.63	0.594
0.64	0.613
0.65	0.620
0.66	0.622
0.67	0.628
0.68	0.645
0.69	0.669
0.70	0.695
0.71	0.721
0.72	0.748
0.73	0.775
0.74	0.795
0.75	0.805
0.76	0.807
0.77	0.806
0.78	0.804
0.79	0.802
0.80	0.803
0.81	0.807
0.82	0.810
0.83	0.805
0.84	0.787
0.85	0.756
0.86	0.719
0.87	0.685
0.88	0.658
0.89	0.634
0.90	0.603
0.91	0.569
0.92	0.542
0.93	0.531
0.94	0.535
0.95	0.546
0.96	0.553
0.97	0.553
0.98	0.542
0.99	0.519
1.00	0.491
