0.01	0.000
0.02	0.000
0.03	0.001
0.04	0.005
0.05	0.015
0.06	0.038
0.07	0.077
0.08	0.126
0.09	0.171
0.10	0.190
0.11	0.159
0.12	0.043
0.13	-0.240
0.14	-0.858
0.15	-2.078
0.16	-4.202
0.17	-7.378
0.18	-11.367
0.19	-15.428
0.20	-18.476
0.21	-19.536
0.22	-18.243
0.23	-15.041
0.24	-10.940
0.25	-7.008
0.26	-3.941
0.27	-1.932
0.28	-0.810
0.29	-0.273
0.30	-0.058
0.31	0.007
0.32	0.013
0.33	0.005
0.34	0.001
0.35	0.004
0.36	0.007
0.37	0.005
0.38	0.002
0.39	0.006
0.40	0.024
0.41	0.059
0.42	0.102
0.43	0.141
0.44	0.164
0.45	0.174
0.46	0.181
0.47	0.193
0.48	0.214
0.49	0.237
0.50	0.257
0.51	0.270
0.52	0.277
0.53	0.281
0.54	0.283
0.55	0.287
0.56	0.294
0.57	0.309
0.58	0.331
0.59	0.353
0.60	0.370
0.61	0.379
0.62	0.382
0.63	0.378
0.64	0.371
0.65	0.363
0.66	0.360
0.67	0.362
0.68	0.369
0.69	0.378
0.70	0.379
0.71	0.372
0.72	0.365
0.73	0.364
0.74	0.370
0.75	0.380
0.76	0.390
0.77	0.399
0.78	0.408
0.79	0.423
0.80	0.446
0.81	0.473
0.82	0.497
0.83	0.516
0.84	0.528
0.85	0.541
0.86	0.556
0.87	0.571
0.88	0.579
0.89	0.581
0.90	0.579
0.91	0.577
0.92	0.575
0.93	0.569
0.94	0.558
0.95	0.546
0.96	0.535
0.97	0.525
0.98	0.519
0.99	0.515
1.00	0.510
