0.01	0.000
0.02	0.001
0.03	0.003
0.04	0.010
0.05	0.020
0.06	0.026
0.07	0.022
0.08	0.006
0.09	-0.012
0.10	-0.008
0.11	0.071
0.12	0.385
0.13	1.336
0.14	3.636
0.15	7.957
0.16	14.008
0.17	19.801
0.18	22.446
0.19	20.395
0.20	14.855
0.21	8.675
0.22	4.064
0.23	1.531
0.24	0.467
0.25	0.118
0.26	0.027
0.27	0.011
0.28	0.016
0.29	0.021
0.30	0.018
0.31	0.011
0.32	0.013
0.33	0.026
0.34	0.044
0.35	0.056
0.36	0.061
0.37	0.062
0.38	0.064
0.39	0.066
0.40	0.066
0.41	0.060
0.42	0.055
0.43	0.055
0.44	0.062
0.45	0.068
0.46	0.068
0.47	0.065
0.48	0.063
0.49	0.065
0.50	0.069
0.51	0.077
0.52	0.086
0.53	0.100
0.54	0.118
0.55	0.135
0.56	0.144
0.57	0.144
0.58	0.139
0.59	0.135
0.60	0.132
0.61	0.127
0.62	0.121
0.63	0.121
0.64	0.134
0.65	0.158
0.66	0.185
0.67	0.201
0.68	0.198
0.69	0.176
0.70	0.144
0.71	0.114
0.72	0.093
0.73	0.079
0.74	0.075
0.75	0.085
0.76	0.107
0.77	0.133
0.78	0.158
0.79	0.181
0.80	0.203
0.81	0.222
0.82	0.238
0.83	0.248
0.84	0.253
0.85	0.254
0.86	0.251
0.87	0.246
0.88	0.242
0.89	0.239
0.90	0.237
0.91	0.228
0.92	0.210
0.93	0.185
0.94	0.170
0.95	0.174
0.96	0.200
0.97	0.233
0.98	0.263
0.99	0.283
1.00	0.297
