0.01	0.000
0.02	0.000
0.03	0.001
0.04	0.004
0.05	0.011
0.06	0.022
0.07	0.034
0.08	0.041
0.09	0.044
0.10	0.080
0.11	0.728
0.12	5.680
0.13	19.795
0.14	29.136
0.15	17.999
0.16	4.719
0.17	0.588
0.18	0.108
0.19	0.093
0.20	0.108
0.21	0.125
0.22	0.138
0.23	0.137
0.24	0.122
0.25	0.104
0.26	0.092
0.27	0.086
0.28	0.080
0.29	0.069
0.30	0.057
0.31	0.056
0.32	0.069
0.33	0.094
0.34	0.124
0.35	0.151
0.36	0.175
0.37	0.202
0.38	0.226
0.39	0.243
0.40	0.246
0.41	0.239
0.42	0.227
0.43	0.213
0.44	0.204
0.45	0.209
0.46	0.228
0.47	0.247
0.48	0.252
0.49	0.240
0.50	0.223
0.51	0.212
0.52	0.214
0.53	0.226
0.54	0.239
0.55	0.247
0.56	0.250
0.57	0.256
0.58	0.271
0.59	0.294
0.60	0.314
0.61	0.320
0.62	0.314
0.63	0.303
0.64	0.297
0.65	0.299
0.66	0.309
0.67	0.321
0.68	0.325
0.69	0.317
0.70	0.299
0.71	0.276
0.72	0.254
0.73	0.237
0.74	0.226
0.75	0.216
0.76	0.200
0.77	0.182
0.78	0.173
0.79	0.180
0.80	0.197
0.81	0.214
0.82	0.223
0.83	0.227
0.84	0.224
0.85	0.216
0.86	0.205
0.87	0.200
0.88	0.204
0.89	0.216
0.90	0.237
0.91	0.264
0.92	0.293
0.93	0.318
0.94	0.335
0.95	0.343
0.96	0.345
0.97	0.341
0.98	0.329
0.99	0.313
1.00	0.297
